Digital 2
analog channels
0    	   1        2        3    
No data	   No data  No data  Pileup event
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
0	   0	    0	     0
