Analog Channels
0    	    1    	    2    	    3    
Signal	    Baseline	    Trig data	    Energy
1945	    1946	    1946	    3709
1953	    1946	    1947	    3709
1943	    1946	    1939	    3709
1944	    1946	    1947	    3709
1947	    1946	    1951	    3709
1946	    1946	    1947	    3709
1941	    1946	    1946	    3709
1941	    1946	    1946	    3709
1946	    1946	    1949	    3709
1945	    1946	    1943	    3709
1942	    1946	    1942	    3709
1945	    1946	    1944	    3709
1944	    1946	    1945	    3709
1941	    1946	    1942	    3709
1939	    1946	    1943	    3709
1943	    1946	    1947	    3709
1945	    1946	    1946	    3709
1944	    1946	    1942	    3709
1940	    1946	    1942	    3709
1942	    1946	    1945	    3709
1943	    1946	    1944	    3709
1951	    1946	    1948	    3709
1943	    1946	    1940	    3709
1938	    1946	    1940	    3709
1946	    1946	    1949	    3709
1949	    1946	    1945	    3709
1942	    1946	    1940	    3709
1942	    1946	    1944	    3709
1944	    1946	    1947	    3709
1944	    1946	    1946	    3709
1947	    1946	    1944	    3709
1944	    1946	    1944	    3709
1940	    1945	    1938	    3709
1944	    1945	    1948	    3709
1946	    1945	    1946	    3709
1944	    1946	    1943	    3709
1944	    1946	    1945	    3709
1943	    1946	    1944	    3709
1944	    1946	    1945	    3709
1946	    1946	    1944	    3709
1944	    1946	    1942	    3709
1942	    1946	    1943	    3709
1945	    1946	    1946	    3709
1946	    1946	    1947	    3709
1945	    1945	    1944	    3709
1943	    1945	    1943	    3709
1944	    1945	    1945	    3709
1943	    1945	    1945	    3709
1943	    1945	    1943	    3709
1944	    1945	    1944	    3709
1946	    1945	    1945	    3709
1940	    1945	    1941	    3709
1937	    1945	    1942	    3709
1946	    1945	    1950	    3709
1948	    1945	    1946	    3709
1939	    1945	    1937	    3709
1939	    1945	    1943	    3709
1945	    1945	    1949	    3709
1945	    1945	    1944	    3709
1943	    1945	    1942	    3709
1945	    1945	    1943	    3709
1940	    1945	    1946	    3709
1941	    1945	    1945	    3709
1945	    1945	    1945	    3709
1947	    1945	    1943	    3709
1946	    1945	    1939	    3709
1942	    1945	    1942	    3709
1945	    1945	    1947	    3709
1948	    1945	    1946	    3709
1946	    1945	    1942	    3709
1942	    1945	    1941	    3709
1942	    1945	    1944	    3709
1948	    1945	    1946	    3709
1949	    1945	    1944	    3709
1942	    1945	    1939	    3709
1938	    1945	    1942	    3709
1948	    1945	    1950	    3709
1952	    1945	    1945	    3709
1940	    1945	    1934	    3709
1935	    1945	    1941	    3709
1947	    1945	    1951	    3709
1950	    1945	    1947	    3709
1942	    1945	    1937	    3709
1940	    1945	    1941	    3709
1945	    1945	    1946	    3709
1946	    1945	    1944	    3709
1939	    1945	    1939	    3709
1943	    1945	    1945	    3709
1948	    1945	    1946	    3709
1944	    1945	    1940	    3709
1942	    1945	    1942	    3709
1941	    1945	    1945	    3709
1945	    1945	    1945	    3709
1944	    1945	    1941	    3709
1942	    1945	    1941	    3709
1943	    1945	    1944	    3709
1946	    1945	    1945	    3709
1942	    1945	    1942	    3709
1941	    1945	    1942	    3709
1943	    1944	    1946	    3709
1944	    1944	    1946	    3709
1942	    1944	    1944	    3709
1941	    1944	    1945	    3709
1946	    1944	    1947	    3709
1946	    1944	    1944	    3709
1942	    1944	    1943	    3709
1946	    1944	    1944	    3709
1947	    1944	    1944	    3709
1943	    1944	    1942	    3709
1940	    1944	    1942	    3709
1941	    1944	    1947	    3709
1945	    1944	    1947	    3709
1947	    1944	    1946	    3709
1941	    1944	    1939	    3709
1937	    1944	    1943	    3709
1943	    1944	    1949	    3709
1952	    1944	    1948	    3709
1947	    1944	    1938	    3709
1936	    1944	    1935	    3709
1941	    1944	    1948	    3709
1950	    1944	    1950	    3709
1948	    1944	    1939	    3709
1932	    1944	    1939	    3709
1942	    1944	    1949	    3709
1952	    1944	    1952	    3709
1941	    1944	    1936	    3709
1939	    1944	    1939	    3709
1949	    1944	    1949	    3709
1945	    1944	    1943	    3709
1943	    1944	    1940	    3709
1945	    1944	    1945	    3709
1945	    1944	    1944	    3709
1941	    1944	    1941	    3709
1938	    1944	    1944	    3709
1944	    1944	    1948	    3709
1950	    1944	    1945	    3709
1940	    1944	    1939	    3709
1937	    1944	    1942	    3709
1944	    1944	    1951	    3709
1949	    1944	    1947	    3709
1946	    1944	    1942	    3709
1940	    1944	    1939	    3709
1942	    1944	    1946	    3709
1947	    1944	    1949	    3709
1943	    1944	    1942	    3709
1941	    1944	    1941	    3709
1941	    1944	    1945	    3709
1944	    1944	    1947	    3709
1939	    1944	    1943	    3709
1942	    1944	    1947	    3709
1943	    1944	    1947	    3709
1945	    1944	    1944	    3709
1943	    1944	    1942	    3709
1942	    1944	    1944	    3709
1942	    1944	    1945	    3709
1946	    1944	    1947	    3709
1946	    1944	    1944	    3709
1938	    1944	    1939	    3709
1944	    1944	    1946	    3709
1951	    1944	    1949	    3709
1944	    1944	    1939	    3709
1938	    1944	    1939	    3709
1946	    1944	    1950	    3709
1950	    1944	    1947	    3709
1941	    1944	    1937	    3709
1940	    1944	    1941	    3709
1944	    1944	    1947	    3709
1943	    1944	    1945	    3709
1943	    1944	    1943	    3709
1948	    1944	    1945	    3709
1945	    1944	    1942	    3709
1940	    1944	    1939	    3709
1942	    1944	    1945	    3709
1947	    1944	    1947	    3709
1945	    1944	    1942	    3709
1942	    1944	    1940	    3709
1943	    1944	    1944	    3709
1944	    1944	    1946	    3709
1947	    1944	    1943	    3709
1945	    1944	    1943	    3709
1940	    1944	    1941	    3709
1939	    1944	    1944	    3709
1945	    1944	    1946	    3709
1948	    1944	    1948	    3709
1941	    1944	    1940	    3709
1943	    1944	    1943	    3709
1945	    1944	    1947	    3709
1944	    1944	    1944	    3709
1943	    1944	    1942	    3709
1943	    1944	    1943	    3709
1942	    1944	    1944	    3709
1945	    1944	    1945	    3709
1946	    1944	    1944	    3709
1943	    1944	    1942	    3709
1941	    1944	    1944	    3709
1945	    1944	    1947	    3709
1945	    1944	    1945	    3709
1942	    1944	    1942	    3709
1942	    1944	    1942	    3709
1944	    1944	    1945	    3709
1940	    1944	    1943	    3709
1942	    1944	    1944	    3709
1949	    1944	    1948	    3709
1946	    1944	    1942	    3709
1940	    1944	    1939	    3709
1941	    1944	    1944	    3709
1945	    1944	    1948	    3709
1947	    1944	    1944	    3709
1945	    1944	    1941	    3709
1944	    1943	    1944	    3709
1940	    1944	    1942	    3709
1942	    1944	    1945	    3709
1944	    1944	    1943	    3709
1947	    1944	    1948	    3709
1942	    1944	    1941	    3709
1945	    1944	    1944	    3709
1953	    1943	    1950	    3709
1941	    1943	    1939	    3709
1938	    1943	    1939	    3709
1946	    1944	    1952	    3709
1943	    1944	    1945	    3709
1945	    1944	    1943	    3709
1948	    1944	    1945	    3709
1941	    1944	    1941	    3709
1942	    1944	    1943	    3709
1949	    1944	    1946	    3709
1946	    1944	    1942	    3709
1939	    1944	    1937	    3709
1943	    1944	    1944	    3709
1944	    1944	    1949	    3709
1948	    1944	    1945	    3709
1945	    1944	    1942	    3709
1940	    1944	    1940	    3709
1941	    1944	    1945	    3709
1945	    1944	    1948	    3709
1948	    1944	    1944	    3709
1945	    1944	    1941	    3709
1943	    1944	    1941	    3709
1943	    1944	    1944	    3709
1947	    1944	    1946	    3709
1944	    1944	    1943	    3709
1939	    1944	    1941	    3709
1942	    1944	    1946	    3709
1948	    1944	    1947	    3709
1945	    1944	    1942	    3709
1939	    1944	    1941	    3709
1942	    1944	    1947	    3709
1950	    1944	    1949	    3709
1946	    1944	    1942	    3709
1940	    1944	    1939	    3709
1943	    1944	    1944	    3709
1946	    1944	    1946	    3709
1942	    1944	    1943	    3709
1939	    1944	    1941	    3709
1946	    1944	    1948	    3709
1949	    1944	    1946	    3709
1942	    1944	    1939	    3709
1940	    1944	    1942	    3709
1947	    1944	    1948	    3709
1946	    1944	    1945	    3709
1944	    1944	    1939	    3709
1940	    1944	    1942	    3709
1943	    1944	    1945	    3709
1944	    1944	    1947	    3709
1941	    1944	    1942	    3709
1946	    1944	    1946	    3709
1943	    1944	    1943	    3709
1942	    1944	    1942	    3709
1941	    1944	    1945	    3709
1946	    1944	    1946	    3709
1945	    1944	    1944	    3709
1945	    1944	    1942	    3709
1935	    1944	    1941	    3709
1944	    1944	    1950	    3709
1949	    1944	    1948	    3709
1945	    1944	    1938	    3709
1931	    1944	    1937	    3709
1944	    1944	    1952	    3709
1951	    1944	    1951	    3709
1944	    1944	    1937	    3709
1936	    1944	    1939	    3709
1943	    1943	    1950	    3709
1952	    1943	    1950	    3709
1946	    1943	    1940	    3709
1937	    1944	    1937	    3709
1939	    1944	    1948	    3709
1945	    1944	    1951	    3709
1946	    1944	    1945	    3709
1942	    1944	    1941	    3709
1944	    1944	    1944	    3709
1946	    1944	    1945	    3709
1943	    1944	    1943	    3709
1941	    1944	    1944	    3709
1947	    1944	    1946	    3709
1949	    1944	    1943	    3709
1941	    1944	    1938	    3709
1941	    1944	    1942	    3709
1948	    1944	    1950	    3709
1947	    1944	    1943	    3709
1940	    1944	    1938	    3709
1944	    1944	    1945	    3709
1948	    1944	    1947	    3709
1944	    1944	    1941	    3709
1943	    1944	    1944	    3709
1944	    1944	    1945	    3709
1948	    1944	    1945	    3709
1943	    1944	    1941	    3709
1942	    1944	    1942	    3709
1948	    1944	    1946	    3709
1946	    1944	    1943	    3709
1942	    1944	    1940	    3709
1948	    1944	    1946	    3709
1944	    1944	    1944	    3709
1940	    1944	    1942	    3709
1949	    1944	    1948	    3709
1943	    1944	    1943	    3709
1938	    1944	    1942	    3709
1949	    1944	    1948	    3709
1949	    1944	    1943	    3709
1941	    1944	    1936	    3709
1939	    1944	    1944	    3709
1949	    1944	    1950	    3709
1951	    1944	    1943	    3709
1941	    1944	    1935	    3709
1938	    1944	    1942	    3709
1947	    1944	    1950	    3709
1947	    1944	    1946	    3709
1942	    1944	    1939	    3709
1942	    1944	    1945	    3709
1945	    1944	    1947	    3709
1944	    1944	    1944	    3709
1943	    1944	    1943	    3709
1938	    1944	    1945	    3709
1947	    1944	    1952	    3709
1943	    1944	    1945	    3709
1940	    1944	    1939	    3709
1941	    1944	    1945	    3709
1945	    1944	    1944	    3709
1940	    1944	    1942	    3709
1945	    1944	    1943	    3709
1944	    1944	    1948	    3709
1947	    1944	    1943	    3709
1944	    1944	    1941	    3709
1940	    1944	    1941	    3709
1946	    1944	    1948	    3709
1949	    1944	    1947	    3709
1942	    1944	    1939	    3709
1942	    1944	    1943	    3709
1945	    1944	    1947	    3709
1944	    1944	    1943	    3709
1943	    1944	    1943	    3709
1942	    1944	    1945	    3709
1943	    1944	    1945	    3709
1945	    1944	    1945	    3709
1945	    1944	    1944	    3709
1944	    1944	    1944	    3709
1945	    1944	    1944	    3709
1945	    1944	    1943	    3709
1942	    1944	    1943	    3709
1941	    1944	    1944	    3709
1946	    1944	    1948	    3709
1945	    1944	    1945	    3709
1942	    1944	    1941	    3709
1945	    1944	    1947	    3709
1946	    1944	    1948	    3709
1947	    1944	    1944	    3709
1943	    1944	    1941	    3709
1942	    1944	    1943	    3709
1946	    1944	    1947	    3709
1946	    1944	    1945	    3709
1944	    1944	    1940	    3709
1943	    1944	    1943	    3709
1940	    1944	    1944	    3709
1941	    1944	    1945	    3709
1947	    1944	    1948	    3709
1947	    1944	    1945	    3709
1940	    1944	    1942	    3709
1941	    1944	    1945	    3709
1948	    1944	    1948	    3709
1946	    1944	    1944	    3709
